vin,year,model,color,miles,trim,price,interior,features,country,currency,availability,sold_date
5YJYGAEEXMF159365,2021,my,SILVER,16901,Model Y Long Range Dual Motor All-Wheel Drive,77600,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Seven Seat Interior;Tow Hitch;Acceleration Boost;,US,USD,available,8/31/2022
5YJYGDEE1MF248503,2021,my,WHITE,5049,Model Y Long Range Dual Motor All-Wheel Drive,74400,PREMIUM_WHITE,Pearl White Paint;20’’ Induction Wheels;Black and White Premium Interior;Full Self-Driving Capability;Five Seat Interior;Tow Hitch;Acceleration Boost;,US,USD,sold,8/18/2022
5YJYGAEE8MF192526,2021,my,WHITE,21177,Model Y Long Range Dual Motor All-Wheel Drive,80500,PREMIUM_BLACK,Pearl White Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Seven Seat Interior;Acceleration Boost;,US,USD,available,8/18/2022
5YJYGDEE3MF068276,2021,my,WHITE,20008,Model Y Long Range All-Wheel Drive,70900,PREMIUM_BLACK,Pearl White Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,sold,8/17/2022
5YJ3E1EC4MF918459,2021,m3,BLUE,16356,Model 3 Performance Dual Motor All-Wheel Drive,69000,PREMIUM_WHITE,Deep Blue Metallic Paint;20’’ Überturbine Wheels;Black and White Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/17/2022
5YJ3E1EB4KF391611,2019,m3,GRAY,24766,Model 3 Long Range All-Wheel Drive,57100,PREMIUM_WHITE,Midnight Silver Metallic Paint;19’’ Sport Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/17/2022
5YJ3E1EAXLF599159,2020,m3,WHITE,5295,Model 3 Standard Range Plus Rear-Wheel Drive,52200,PREMIUM_WHITE,Pearl White Paint;18’’ Aero Wheels;Black and White Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/17/2022
5YJSA1E66MF452826,2021,ms,WHITE,16441,Model S Plaid,122800,BLACK,"Pearl White Multi-Coat;21"" Arachnid Wheels;All Black Premium Interior with Carbon Fiber Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,sold,8/17/2022
5YJXCDE29LF239155,2020,mx,BLACK,31750,Model X Long Range Plus All-Wheel Drive,100900,WHITE,"Solid Black;20"" Silver Wheels;Black and White Premium Interior with Dark Ash Wood Décor;Full Self-Driving Capability;Five Seat Interior;Infotainment Upgrade;",US,USD,available,8/17/2022
5YJYGDEE5LF037416,2020,my,WHITE,30481,Model Y Long Range All-Wheel Drive,66500,PREMIUM_BLACK,Pearl White Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,sold,8/17/2022
5YJ3E1EB9KF208767,2019,m3,BLACK,14184,Model 3 Long Range All-Wheel Drive,57600,PREMIUM_BLACK,Solid Black Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/17/2022
5YJ3E1EB5LF651080,2020,m3,BLUE,47167,Model 3 Long Range All-Wheel Drive,50100,PREMIUM_BLACK,Deep Blue Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/17/2022
5YJ3E1EA7JF041797,2018,m3,RED,51750,Model 3 Long Range Rear-Wheel Drive,48400,PREMIUM_BLACK,Red Multi-Coat Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/17/2022
5YJ3E1EA7JF028709,2018,m3,GRAY,72971,Model 3 Long Range Rear-Wheel Drive,45200,PREMIUM_BLACK,Midnight Silver Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/17/2022
5YJSA1E60MF435990,2021,ms,RED,5959,Model S Plaid,116600,BLACK,"Red Multi-Coat;21"" Arachnid Wheels;All Black Premium Interior with Ebony Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,available,8/17/2022
5YJSA1E64MF431358,2021,ms,BLACK,9129,Model S Plaid,116300,BLACK,"Solid Black;21"" Arachnid Wheels;All Black Premium Interior with Ebony Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,sold,8/17/2022
5YJXCAE4XJF137361,2018,mx,GREY,32827,100D Ludicrous Performance All-Wheel Drive,92000,BLACK,"Midnight Silver Metallic Paint;22"" Onyx Black Wheels;All Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Red Brake Calipers;Seven Seat Interior;Carbon Fiber Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/17/2022
5YJ3E1EB7KF494389,2019,m3,RED,18623,Model 3 Long Range All-Wheel Drive,55300,PREMIUM_WHITE,Red Multi-Coat Paint;18’’ Aero Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/17/2022
5YJYGDEE9LF023759,2020,my,WHITE,27189,Model Y Long Range All-Wheel Drive,65100,PREMIUM_WHITE,Pearl White Paint;19’’ Gemini Wheels;Black and White Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/17/2022
5YJ3E1EA9KF332061,2019,m3,WHITE,34373,Model 3 Long Range Rear-Wheel Drive,49200,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/17/2022
5YJ3E1EBXMF916593,2021,m3,WHITE,11235,Model 3 Long Range All-Wheel Drive,64800,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/17/2022
5YJ3E1EB9KF494703,2019,m3,WHITE,32945,Model 3 Long Range All-Wheel Drive,54700,PREMIUM_WHITE,Pearl White Paint;18’’ Aero Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/17/2022
5YJYGDEE8LF038303,2020,my,WHITE,30954,Model Y Long Range All-Wheel Drive,66400,PREMIUM_BLACK,Pearl White Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Tow Hitch;Acceleration Boost;,US,USD,available,8/17/2022
5YJ3E1EC8LF640888,2020,m3,GRAY,15348,Model 3 Long Range All-Wheel Drive Performance,61700,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Gray Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/17/2022
5YJ3E1EA1KF398748,2019,m3,BLACK,27179,Model 3 Standard Range Plus Rear-Wheel Drive,48200,PREMIUM_BLACK,Solid Black Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/17/2022
5YJ3E1EA0JF042290,2018,m3,BLACK,38730,Model 3 Long Range Rear-Wheel Drive,48000,PREMIUM_BLACK,Solid Black Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/17/2022
5YJ3E1EA0KF310191,2019,m3,WHITE,28216,Model 3 Standard Range Plus Rear-Wheel Drive,45600,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/17/2022
5YJSA1E2XJF265341,2018,ms,BLACK,49253,100D Long Range All-Wheel Drive,79500,BLACK,"Obsidian Black Metallic Paint;19"" Silver Slipstream Wheels;All Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Sunroof;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;GPS Enabled Homelink;Figured Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,sold,8/17/2022
5YJ3E1EA1JF015292,2018,m3,SILVER,44214,Model 3 Long Range Rear-Wheel Drive,47500,PREMIUM_BLACK,Silver Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/17/2022
5YJ3E1EA7KF416749,2019,m3,WHITE,39669,Model 3 Standard Range Plus Rear-Wheel Drive,45300,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/17/2022
5YJSA1E61NF464741,2022,ms,BLACK,7957,Model S Plaid,119500,BLACK,"Solid Black;19"" Tempest Wheels;All Black Premium Interior with Carbon Fiber Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,available,8/17/2022
5YJ3E1EA6KF309658,2019,m3,BLUE,16212,Model 3 Standard Range Plus Rear-Wheel Drive,46300,PREMIUM_BLACK,Deep Blue Metallic Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/17/2022
5YJYGAEE0MF187837,2021,my,BLUE,31893,Model Y Long Range Dual Motor All-Wheel Drive,79300,PREMIUM_BLACK,Deep Blue Metallic Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Seven Seat Interior;Tow Hitch;Acceleration Boost;,US,USD,available,8/17/2022
5YJ3E1EA4MF059209,2021,m3,WHITE,21093,Standard Range Plus Rear-Wheel Drive,55400,PREMIUM_WHITE,Pearl White Paint;18’’ Aero Wheels;Black and White Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/17/2022
5YJYGDEE0MF202838,2021,my,BLACK,18646,Model Y Long Range Dual Motor All-Wheel Drive,73600,PREMIUM_WHITE,Solid Black Paint;20’’ Induction Wheels;Black and White Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/17/2022
5YJ3E1EA5KF410027,2019,m3,BLACK,30856,Model 3 Standard Range Plus Rear-Wheel Drive,47200,PREMIUM_BLACK,Solid Black Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/17/2022
5YJYGDEF1LF051502,2020,my,WHITE,40451,Model Y Long Range All-Wheel Drive Performance,69300,PREMIUM_BLACK,Pearl White Paint;21’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Tow Hitch;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;,US,USD,available,8/17/2022
5YJYGDEF3MF246230,2021,my,BLACK,18430,Model Y Performance Dual Motor All-Wheel Drive,82600,PREMIUM_BLACK,Solid Black Paint;21’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;,US,USD,sold,8/17/2022
5YJXCDE23LF233335,2020,mx,WHITE,28834,Model X Long Range Plus All-Wheel Drive,102500,BLACK,"Pearl White Multi-Coat;20"" Silver Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Five Seat Interior;Infotainment Upgrade;",US,USD,available,8/17/2022
5YJ3E1EC9LF624506,2020,m3,BLACK,6466,Model 3 Long Range All-Wheel Drive Performance,63200,PREMIUM_WHITE,Solid Black Paint;20’’ Gray Performance Wheels;Black and White Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/17/2022
5YJ3E1EC0LF641002,2020,m3,GRAY,31757,Model 3 Long Range All-Wheel Drive Performance,58400,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Gray Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/17/2022
5YJ3E1EB9KF421864,2019,m3,WHITE,39899,Model 3 Long Range All-Wheel Drive,54600,PREMIUM_WHITE,Pearl White Paint;19’’ Sport Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/17/2022
5YJ3E1EA0JF007653,2018,m3,BLACK,76048,Model 3 Long Range Rear-Wheel Drive,45900,PREMIUM_BLACK,Solid Black Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/17/2022
5YJSA1E62MF433612,2021,ms,BLUE,12370,Model S Plaid,113600,BLACK,"Deep Blue Metallic;21"" Arachnid Wheels;All Black Premium Interior with Ebony Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,sold,8/17/2022
5YJ3E1EB6MF978959,2021,m3,WHITE,10693,Model 3 Long Range All-Wheel Drive,66100,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/17/2022
5YJ3E1EB4KF434411,2019,m3,BLACK,56456,Model 3 Long Range All-Wheel Drive Performance,57100,PREMIUM_BLACK,Solid Black Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/17/2022
5YJ3E1EB8KF432905,2019,m3,RED,23308,Model 3 Long Range All-Wheel Drive,54700,PREMIUM_BLACK,Red Multi-Coat Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/17/2022
5YJSA1E21JF289706,2018,ms,GREY,54463,100D Long Range All-Wheel Drive,72400,BLACK,"Midnight Silver Metallic Paint;19"" Silver Slipstream Wheels;All Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Sunroof;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;GPS Enabled Homelink;Figured Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,sold,8/16/2022
5YJ3E1EA4KF314440,2019,m3,GRAY,23503,Model 3 Long Range Rear-Wheel Drive,53500,PREMIUM_BLACK,Midnight Silver Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/16/2022
5YJ3E1EB8JF122638,2018,m3,BLACK,28472,Model 3 Long Range All-Wheel Drive,51300,PREMIUM_WHITE,Solid Black Paint;18’’ Aero Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/16/2022
5YJ3E1EC1LF647097,2020,m3,WHITE,26179,Model 3 Long Range All-Wheel Drive Performance,63900,PREMIUM_BLACK,Pearl White Paint;20’’ Gray Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/16/2022
5YJ3E1EA0KF332983,2019,m3,BLUE,21947,Model 3 Long Range Rear-Wheel Drive,54000,PREMIUM_BLACK,Deep Blue Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/16/2022
7SAYGDEEXNF354209,2022,my,SILVER,3631,Model Y Long Range Dual Motor All-Wheel Drive,79200,PREMIUM_BLACK,Midnight Silver Metallic Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/16/2022
5YJ3E1EC6LF804655,2020,m3,WHITE,14475,Model 3 Long Range All-Wheel Drive Performance,69200,PREMIUM_WHITE,Pearl White Paint;20’’ Gray Performance Wheels;Black and White Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/16/2022
5YJXCDE20JF111643,2018,mx,BLUE,21504,100D Long Range All-Wheel Drive,81200,WHITE,"Deep Blue Metallic Paint;20"" Silver Wheels;Black and White Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Five Seat Interior;Dark Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/16/2022
7SAYGDEF3NF397587,2022,my,BLACK,2624,Model Y Performance Dual Motor All-Wheel Drive,82700,PREMIUM_BLACK,Solid Black Paint;21’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;,US,USD,sold,8/16/2022
5YJXCBE40HF048320,2017,mx,BLUE,22586,100D Ludicrous Performance All-Wheel Drive,84600,WHITE,"Deep Blue Metallic Paint;20"" Silver Helix Wheels;Ultra White Seats;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;Subzero Weather Package;Keyless Entry;Power Liftgate;Red Brake Calipers;Six Seat Interior;Carbon Fiber Décor;Black Headliner;",US,USD,available,8/16/2022
5YJ3E1EB6KF406562,2019,m3,GRAY,11017,Model 3 Long Range All-Wheel Drive,55900,PREMIUM_BLACK,Midnight Silver Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/16/2022
5YJXCDE26KF185022,2019,mx,WHITE,33653,Model X Long Range All-Wheel Drive,101000,WHITE,"Pearl White Multi-Coat;20"" Silver Wheels;Black and White Premium Interior with Dark Ash Wood Décor;Full Self-Driving Capability;Five Seat Interior;Infotainment Upgrade;",US,USD,available,8/16/2022
5YJSA1E20LF399956,2020,ms,GREY,24923,Model S Long Range Plus All-Wheel Drive,93100,BLACK,"Midnight Silver Metallic;19"" Sonic Carbon Slipstream Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Glass Roof;Infotainment Upgrade;",US,USD,sold,8/16/2022
5YJXCDE25JF099943,2018,mx,RED,33931,75D All-Wheel Drive,74900,BLACK_TEXTILE,"Red Multi-Coat Paint;20"" Silver Wheels;Black Textile Interior;Full Self-Driving Capability;Smart Air Suspension;Towing Package;Keyless Entry;Power Liftgate;Five Seat Interior;Dark Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/16/2022
5YJ3E1EB9KF477786,2019,m3,WHITE,31693,Model 3 Long Range All-Wheel Drive,50300,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/16/2022
5YJXCBE20JF120038,2018,mx,WHITE,54005,75D All-Wheel Drive,76600,WHITE,"Pearl White Multi-Coat Paint;20"" Silver Wheels;Black and White Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Six Seat Interior with Center Console;Carbon Fiber Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/16/2022
5YJYGDEF1MF248428,2021,my,RED,23867,Model Y Performance Dual Motor All-Wheel Drive,71300,PREMIUM_BLACK,Red Multi-Coat Paint;21’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;,US,USD,sold,8/16/2022
5YJXCAE24JF106394,2018,mx,BLUE,46395,75D All-Wheel Drive,78100,BLACK,"Deep Blue Metallic Paint;20"" Silver Wheels;Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Towing Package;Keyless Entry;Power Liftgate;Seven Seat Interior;Carbon Fiber Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/16/2022
5YJ3E1EB5JF065458,2018,m3,RED,23084,Model 3 Long Range All-Wheel Drive,51000,PREMIUM_BLACK,Red Multi-Coat Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/16/2022
5YJYGDEF9LF020448,2020,my,BLACK,12824,Model Y Long Range All-Wheel Drive Performance,74800,PREMIUM_BLACK,Solid Black Paint;21’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;,US,USD,available,8/16/2022
5YJ3E1EA3JF109450,2018,m3,BLUE,68538,Model 3 Long Range Rear-Wheel Drive,47800,PREMIUM_BLACK,Deep Blue Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/16/2022
